headline,sentiment,words
"Nancy Pelosi at State of the Union: Speaker rips up Trump's speech, reflecting tumultuous year",negative,15
Trump’s prepared speech included a guarantee to protect preexisting conditions. He didn’t say it.,negative,14
These Republicans said they hope Trump has learned a lesson from impeachment. He said he hasn’t.,neutral,16
Trump paints strong economy as vindication as he tries to move past impeachment,neutral,13
"With chants, walkouts and a ripped-up speech, bitter partisanship dominates Trump’s State of the Union",neutral,15
First set of Iowa Democratic caucus results shows Sanders and Buttigieg leading,neutral,12
"President Trump’s 2020 State of the Union address, annotated",neutral,9
"Buttigieg and Sanders take lead, Biden fades in partial results from marred Iowa caucuses",positive,14
The 75 times Trump insisted he’d done ‘nothing wrong’ in his interactions with Ukraine,neutral,14
Susan Collins says Trump will be ‘much more cautious’ after impeachment. The evidence suggests otherwise.,negative,15
It was a confusing night for Democrats on Monday. President Trump is smiling.,positive,13
Mike Bloomberg to double spending on television advertising after Iowa debacle,neutral,11
President Donald Trump seen at Super Bowl party conducting imaginary orchestra during anthem,neutral,13
"The Daily 202: A bad night for Biden in Iowa is good news for Buttigieg, Klobuchar and Bloomberg",negative,18
"The Daily 202: A bad night for Biden in Iowa is good news for Buttigieg, Klobuchar and Bloomberg",positive,18
"The Daily 202: A bad night for Biden in Iowa is good news for Buttigieg, Klobuchar and Bloomberg",neutral,18
The team that rigged the GOP primaries accuses Democrats of rigging Iowa against Sanders ,neutral,15
The Health 202: Bernie Sanders and Pete Buttigieg are the favorites among Iowa voters for whom health care is top issue,positive,21
Trump allies use Twitter to sow confusion about voting on the eve of the Iowa caucuses,neutral,16
What Trump will say in the State of the Union address ,neutral,12
Manchin calls for censuring Trump over pressuring Ukraine to investigate a domestic political rival,negative,14
"Jill Biden says Lindsey Graham, once close with Joe, no longer a friend",neutral,13
How Trump’s impeachment defense wantonly misled the U.S. Senate,negative,9
Trump's Kansas City tweet flub is part of a pattern,negative,10
Power Up: Bernie Sanders may have the edge in tonight's Iowa's caucuses. But it's complicated.,neutral,15
Democratic donor race: Bernie Sanders won in 2019 - Washington Post,positive,11
The Trailer: 'Beat Trump': The Democrats' closing arguments in Iowa,negative,10
Pete Buttigieg’s mom opens up about her son,neutral,8
Sanders’s caucus target: Latino voters usually overlooked in mostly white Iowa,negative,11
Justice Department acknowledges 24 emails reveal Trump’s thinking on Ukraine,neutral,10
Senate to vote Wednesday on whether to remove or acquit Trump on impeachment charges,neutral,14
Senate set to acquit Trump next week after bid for witnesses in impeachment trial is defeated,positive,16
Republicans agree it was no ?perfect call? ? but will vote to acquit Trump anyway,negative,15
Amy Klobuchar’s political rise: The Democratic presidential candidate was kicked out of hospital after giving birth,neutral,16
Trump administration announces mandatory quarantines in response to coronavirus,neutral,9
"Surrogates carry the bulk of the Iowa campaign for D.C.-bound senators Klobuchar, Warren and Sanders",neutral,15
"Surrogates carry the bulk of the Iowa campaign for D.C.-bound senators Klobuchar, Warren and Sanders",neutral,15
Senator Amy Klobuchar campaigns in Iowa while balancing Senate impeachment trial,neutral,11
A new Bolton revelation ties Trump to Giuliani’s early efforts in Ukraine — and implicates Trump allies like Mulvaney,neutral,18
"Trump’s impeachment defense, distilled: he’s innocent and his opponents are guilty",positive,11
Sen. Alexander calls Trump’s actions ‘inappropriate’ but rejects witnesses in impeachment trial,neutral,12
Takeaways from day 2 of questions in Trump’s impeachment trial,neutral,10
Trump and Republicans join forces to attack Biden ahead of the Iowa caucuses,neutral,13
"Andrew Yang Democratic candidate: Biography, issues, fundraising",neutral,7
"In mostly white Iowa, Pete Buttigieg confronts worry about his lack of support among African Americans",neutral,16
Where the goal posts are: Trump’s legal team argues he didn’t ask for an investigation into Biden,negative,17
What Michael Bloomberg’s $11 million Super Bowl ad would cost you on your budget - Washington Post,neutral,17
D.C. Mayor Muriel Bowser endorses Mike Bloomberg for president,positive,9
Voters call on Buttigieg to embrace a diverse view of the ‘American Heartland’,neutral,13
"Bernie Sanders, with Iowa caucuses nearing, considers set of executive actions",neutral,11
"Bloomberg’s Super Bowl ad focuses on the ‘national crisis’ of gun violence, not Trump",neutral,14
Dershowitz says that if Trump believes his reelection is in the public interest his actions aren’t impeachable,neutral,17
Wavering Democrats face pressure as GOP eyes bipartisan vote for Trump acquittal,neutral,12
"Days before Iowa, the Warren campaign brings out a key surrogate: Her dog",neutral,13
What’s next in Trump impeachment,neutral,5
"Biden, Sanders allies try to cut caucus deal with Yang's campaign",neutral,11
"Biden, Sanders allies try to cut caucus deal with Yang's campaign",neutral,11
The Daily 202: Senate Republicans move the goal posts again after Bolton’s book and Dershowitz’s defense of Trump,neutral,18
"If witnesses are called in Trump's impeachment trial, what could happen?",neutral,11
John Bolton joins a select group: Those once praised and now derided by President Trump,negative,15
Trump’s effort to block Bolton’s testimony makes little sense — unless he’s guilty,negative,12
Power Up: The Senate impeachment trial of President Trump is at its most crucial phase,neutral,15
McConnell tells senators he doesn’t yet have votes to block witnesses in Trump impeachment trial,negative,15
Trump announces long-awaited Israeli-Palestinian peace package amid doubts it will lead to progress,positive,13
The Trailer: Warren and Klobuchar get more frank about electability,positive,10
The gaping hole in Trump’s impeachment defense,negative,7
"Senate Republicans seize on Dershowitz argument, say Trump’s actions aren’t impeachable",positive,11
Trump makes clear that he’d happily have Republicans ignore even Trump-friendly Fox News,negative,13
"The Trump actions that raised even William Barr’s eyebrows, according to John Bolton",positive,13
CNN Don Lemon segment mocking Trump supporters gets criticism,neutral,9
The Health 202: Trump can enforce his 'public charge' immigration crackdown -- for now,negative,14
Gun-control group co-founded by Bloomberg announces $60 million spending plan for 2020 elections,negative,13
Did Trump undercut his ability to exert executive privilege over John Bolton with a tweet?,neutral,15
Why the Bidens are part of Trump's impeachment,negative,8
Why the Bidens are part of Trump's impeachment,negative,8
"Mike Bloomberg Democratic candidate: Biography, issues, fundraising",neutral,7
Warren's urgent bet to win Iowa,neutral,6
"Trump’s legal team outlined its case. One day later, John Bolton appears to have kneecapped it.",neutral,16
"Mike Bloomberg pitches himself to Jewish Americans, in a presidential race with two very different Jewish candidates",neutral,17
"Trump should apologize for minimizing troops’ injuries, VFW says",negative,9
Trump’s lawyers begin their defense in impeachment trial as Republicans rally around the president,neutral,14
Video shows Trump telling associates to ‘get rid of’ Ukraine ambassador Maria Yovanovitch,negative,13
"For Amy Klobuchar, the impeachment trial means bombarding Iowa voters from distant D.C.",negative,13
Trump impeachment trial live updates,neutral,5
White House eyes Joe Manchin in impeachment trial as Trump wants a Senate Democrat to vote for acquittal.,neutral,18
Assessing the Trump team’s 6-point impeachment defense,neutral,7
"What case will Trump’s team present, one focused on the evidence or one focused on his base?",neutral,17
Trump’s defense team to target Bidens in counterpunch to impeachment charges,neutral,11
Trump’s defense team to target Bidens in counterpunch to impeachment charges,neutral,11
Bernie Sanders criticized for embracing support from Joe Rogan,negative,9
Democrats focus on Trump’s character as they argue for removing him from office in impeachment trial,neutral,16
Joe Biden unspools an endless supply of ‘Bidenisms’ on the campaign trail,neutral,12
"Warren’s team will go extra mile to help her win, including painting giant farm signs",positive,15
Trump’s March for Life appearance: A reminder to conservative Christians as he prepares for a tight race,neutral,17
Schiff puts a fine point on the argument for removal: Trump will always put Trump first,negative,16
When Senate Republicans were quite concerned about Trump and Ukraine,neutral,10
Fox News has circled the wagons and Trump is welcoming everyone inside,positive,12
The Finance 202: Wall Street shrugs off Bernie Sanders's chances to win 2020 Democratic primary. And to beat President Trump.,negative,20
The Health 202: March for Life activists credit Trump with wholeheartedly embracing their antiabortion agenda,positive,15
Sen. Mike Braun wants Trump and the GOP to take climate change seriously,neutral,13
House managers focus on alleged abuse of power on second day of opening arguments against Trump,neutral,16
Assessing a key impeachment argument: Trump’s desired investigations were only for his own benefit,negative,14
The ‘prophetic’ Alexander Hamilton quote Democrats say predicted the need to impeach Trump,negative,13
Bloomberg gets under Trump?s skin as he ramps up spending on 2020 ads,neutral,13
"Sanders wants supporters to pipe down, but they don't always listen",neutral,11
The Energy 202: Trump made nearly 500 false or misleading claims about the environment while in office,negative,17
Trump’s second-heaviest Twitter day mirrored the heaviest: Lots of feedback about things on TV,negative,14
Democrats scale back language as Trump and GOP press ahead with attacks on Senate impeachment trial,neutral,16
Gordon Sondland plugs away in Brussels while playing a central role in Trump’s impeachment trial,negative,15
"As House Democrats lay out their case for impeachment, Trump’s campaign and White House offer a different narrative",neutral,18
How Trump’s Senate trial lawyers could complicate the case his DOJ lawyers are making in court,neutral,16
"Andrew Yang, shut out of tonight’s debate, hosts a pre-debate rally with MATH pins and birthday cake",positive,17
The Energy 202: Trump administration delays Arctic refuge oil leasing to strengthen legal case,neutral,14
The Cybersecurity 202: Sanders and Warren still mum on campaign protections against hackers,negative,13
Power Up: Elizabeth Warren and Bernie Sanders's private conversation sparks debate on sexism in politics,negative,15
Why Elizabeth Warren and Bernie Sanders are fighting,neutral,8
Preparations accelerate this week for historic Senate trial of Trump,positive,10
Warren and Sanders fued over gender,neutral,6
Top Senate Republicans reject Trump’s renewed call for immediate dismissal of impeachment charges,negative,13
Buttigieg woos moderates — and Republicans — in his push to close the deal in Iowa,neutral,16
"Trump turns his fire on Sanders amid polling, fundraising surge",neutral,10
Mike Bloomberg's two campaigns: Running for the Democratic nomination and the general election,neutral,13
Bernie Sanders's campaign attacks Elizabeth Warren and Joe Biden as Iowa caucuses near.,negative,13
"Esper contradicts Trump, Pompeo on Soleimani attacking embassies",negative,8
The Health 202: Medicare-for-all goes MIA on the 2020 trail. Only Bernie Sanders remains a purist.,positive,16
The Trailer: Mike Bloomberg's transactional campaign pitch,neutral,7
"At Las Vegas events, Joe Biden and Pete Buttigieg woo Hispanic voters",neutral,12
Tom Steyer is surging in South Carolina and Nevada. Does it matter?,neutral,12
"Buttigieg’s black-voter problem, by the numbers",negative,6
Trump angered by House ally’s push to limit his authority on Iran,negative,12
Questions pile up about Trump’s claim that Soleimani was going to ‘blow up’ a U.S. embassy,neutral,16
Trump has a rare public moment of self-awareness,negative,8
Rudy Giuliani’s amazingly bad column asking the Supreme Court to strike down Trump’s impeachment,neutral,14
What the War Powers resolutions and Iran tell us about Trump supporters and presidential power,neutral,15
This is perhaps Trump’s most cynical comment about the environment yet,negative,11
Sanders offers measure to limit Trump's action on Iran,neutral,9
The Daily 202: The ghosts of 1979 still haunt U.S. policy toward Iran and shadow Trump’s response to missile strikes,negative,20
The Cybersecurity 202: Threat of Iran cyberattack remains high even as Trump backs away from potential war,neutral,17
Puerto Rico earthquakes pit Trump administration in another fight with Democrats over disaster funding,negative,14
Trump uses sanctions as a favorite form of retribution — against friend and foe alike,negative,15
Buttigieg wins first endorsement from black member of Congress,positive,9
United States and Iran back away from imminent conflict as Trump says he is ready for peace ‘with all who seek it’,positive,22
"Trump seeks to celebrate a victory, even in the wake of a foreign attack",negative,14
Iran gives Trump an off-ramp — for now,neutral,8
"The Daily 202: Mike Bloomberg wants more engagement with Iran, North Korea and China",neutral,14
Power Up: Trump has a big choice to make on Iran,neutral,11
McConnell says he’s ready to begin Trump impeachment trial with no deal on witnesses,negative,14
"New York’s highest court can hear sexual misconduct lawsuit against Trump, judges rule",negative,13
The Trailer: Who's voting for Tom Steyer?,neutral,7
"Michael Flynn deserves up to six months in prison, U.S. Justice Department says in reversal for former Trump national security adviser",neutral,21
The Soleimani aftermath pivots to a key Trump talking point: Democrats are traitors,neutral,13
The Technology 202: Women in tech wanted more female CES keynotes. But Ivanka Trump is drawing controversy.,negative,17
Anatomy of a Trump rally: 67 percent of claims are false or lacking evidence,negative,14
Biden touts foreign policy credentials but faces questions,negative,8
Trump’s go-it-alone strategy leaves him isolated on Iran,negative,8
Trump’s insistence on proving his toughness is in open conflict with America’s actual strength,negative,14
Julián Castro endorses Elizabeth Warren for president,positive,7
Trump threatens to strike Iranian cultural sites and impose ‘very big’ sanctions on Iraq as tensions rise,neutral,17
"The Trailer: How history, and Trump, affect Iowa Democrats' war fears",neutral,11
Trump plunges toward the kind of Middle Eastern conflict he pledged to avoid,negative,13
Trump’s order to strike Iranian commander sparks fresh debate in Congress over war powers,neutral,14
"Elizabeth Warren raised $21.2 million, Amy Klobuchar $11.4 million in fourth quarter of 2019, campaigns say",neutral,16
"Elizabeth Warren raised $21.2 million, Amy Klobuchar $11.4 million in fourth quarter of 2019, campaigns say",positive,16
Washington developer Brian Friedman says he is interested in buying President Trump’s D.C. hotel lease,neutral,15
Americans roughly divided on whether voters should decide Trump’s fate rather than the Senate,negative,14
Campaign fundraising hauls solidify Democratic leaders as Trump continues to amass financial firepower,positive,13
Ascendant Bernie Sanders turns his focus to Joe Biden as Iowa nears,neutral,12
Ascendant Bernie Sanders turns his focus to Joe Biden as Iowa nears,positive,12
Trump impeachment live updates,neutral,4
"Nearly a third of the days he’s been president, Trump has visited a Trump-branded property",neutral,15
Sanders releases doctors' letters saying he's fit for presidency,positive,9
Giuliani’s Ukraine efforts are just a formalization of the rumor-to-Trump pipeline,negative,11
Trump’s lawyer and the Venezuelan president: How Giuliani got involved in back-channel talks with Maduro,neutral,15
Some Democrats urge Trump to more strongly condemn anti-Semitism in wake of Monsey attack,neutral,14
Biden says he would testify in Senate impeachment trial if subpoenaed,neutral,11
Trump campaign launches snowflakevictory.com to offer advice on winning holiday political arguments,neutral,12
"Trump lashes out at Pelosi, Democrats after exchanging holiday greetings with troops",negative,12
Warren's Oklahoma homecoming: It's complicated,neutral,5
What we know and don’t know about Trump’s intentions on Ukraine aid,neutral,12
What President Trump was talking about in his baffling rant about wind energy,negative,13
Key Democratic senator remains undecided on whether Trump should be removed from office,neutral,13
White House official directed hold on Ukraine aid shortly after Trump’s July 25 call with Zelensky,neutral,16
Trump touts Putin’s speaking out against his impeachment,neutral,8
How Trump’s conversations with Putin overlapped with his emerging Ukraine conspiracy theories,neutral,12
"Yes, Donald Trump has been impeached",negative,6
Democrats fail to call out Warren on a central falsehood: Those aren’t selfies she’s taking,negative,15
"Bloomberg, missing from Democratic debate stage, uses pricey ads to try to grab the spotlight",negative,15
Power Up: Andrew Yang is still standing. That's how unpredictable the 2020 race has been.,positive,15
"Democrats spar over how to combat Trump, a roaring economy and impeachment",neutral,12
"‘Billionaires in wine caves should not pick the next president’: Warren vs. Buttigieg on purity tests, explained",neutral,17
Trump now bears the indelible mark of impeachment,negative,8
"Trump welcomes Rep. Van Drew, an impeachment foe switching parties to join GOP",neutral,13
"To avoid removal, Trump needs senators representing only 7 percent of the country to support him",negative,16
"Trump sends Dingell to hell, demands refunds from Schumer, Maloney",neutral,10
Power Up: Pelosi calls impeachment a ‘very sad day.’ Trump says he's ‘having a good time.’,positive,16
"Meadows, close ally of Trump, to retire from Congress",neutral,9
Brian Fitzpatrick won't back impeachment but refuses to defend Trump on Ukraine,neutral,12
"As goes his presidency, so goes his impeachment: Trump disrupts and divides",negative,12
Assessing the ‘four facts’ that a prominent Republican insists prove Trump’s innocence,positive,12
"President Trump’s jab at Pelosi’s prayers, and what it says about how he sees his opponents",neutral,16
"Paul Manafort’s fraud case in New York was dismissed, blocking local prosecutors’ effort to undercut a potential Trump pardon",neutral,19
The Health 202: Trump looks to Canada in bid to lower high drug prices,negative,14
"Pete Buttigieg’s struggles and stumbles with black voters, explained",negative,9
"House Democrats have enough votes to impeach Trump, according to a Post analysis",negative,13
Trump rips Democrats on eve of likely impeachment,positive,8
Federal agencies will be closed Dec. 24 as Trump issues executive order ,neutral,13
House passes $1.4 trillion spending bill with Trump support that would gut parts of Affordable Care Act,neutral,17
"Foiled in 2016, ‘Never Trump’ Republicans launch new super PAC in effort to oust Trump in 2020",negative,17
"Trump makes his closing argument on impeachment, cobbling together his greatest Twitter hits",neutral,13
"Trump's letter to Nancy Pelosi, annotated",neutral,6
Partisanship is helping Trump in the impeachment fight more than it’s hurting him,positive,13
Trump raises possibility of skipping debates hosted by traditional group,neutral,10
"President Trump has made 15,413 false or misleading claims over 1,055 days",negative,12
The Trailer: Andrew Yang's increasingly normal campaign,neutral,7
"Trump, allies target vulnerable Democrats ahead of House impeachment vote",negative,10
"Amid adversity and missteps, Biden’s resilience has been one theme of 2019",positive,12
Sanders retracts controversial endorsement after backlash,negative,6
Trump says Democrats have become ‘Party of Hate’ after House panel votes to oust him,neutral,15
"Warren, Sanders, Biden, Yang, Klobuchar, Steyer, Buttigieg may skip next debate over Loyola Marymount labor dispute ",negative,17
"Warren, Sanders, Biden, Yang, Klobuchar, Steyer, Buttigieg may skip next debate over Loyola Marymount labor dispute ",neutral,17
McConnell to Hannity on impeachment: Trump lawyers will give me cues,negative,11
What happens to the Trump D.C. hotel? Five questions and answers on Trump's emoluments battle,neutral,15
‘I really like you’: Iowa voters give Amy Klobuchar another look,positive,11
"Warren refocuses message, takes shots at rivals",neutral,7
Trump’s strongest supporters agree with a key argument of his: The media can’t be trusted,positive,15
"77-year-old Mike Bloomberg in “outstanding health,” says personal doctor",positive,9
"These Iowa voters loved Joe Biden in 2008. Now, they’re not sure he’s the one.",neutral,15
"The Cybersecurity 202: Trump administration scooping up Americans' data in effort to track undocumented immigrants, ACLU says",neutral,17
Ex-Trump employees share stage with Biden to blast their former boss,negative,11
Trump ditches effort to kill OPM after bipartisan pushback,negative,9
Senate Republicans look to hold short impeachment trial despite Trump’s desire for an aggressive defense,negative,15
"Biden clearly doesn’t like talking about his son’s overseas business dealings. Lately, it’s been an unavoidable topic on the campaign trail.",negative,21
House Democrats unveil two articles of impeachment against Trump White House predicts ‘full exoneration’ in GOP-led Senate,neutral,17
"Under pressure, Buttigieg releases names of former McKinsey clients",negative,9
A day of history accentuates America’s divide and the distortions of truth in the Trump era,negative,16
House Democrats say Trump is unfit for office but eagerly deal with him on trade,neutral,15
Trump’s already running the race he wants: Against an opponent as unpopular as he is,negative,15
Giuliani says Trump asked him to brief Justice Dept. and GOP senators on his Ukraine findings,neutral,16
Trump?s moves to salvage North Korea nuclear talks amid threats from Pyongyang draw rebukes from Bolton and Biden ,negative,19
William P. Barr continues to prove that he’s precisely the attorney general President Trump was looking for,neutral,17
The annotated articles of impeachment against Trump,neutral,7
The Daily 202: FBI director shows independence from Trump and Barr in responding to IG report on Russia probe,neutral,19
The Finance 202: Pete Buttigieg is poised to rake in even more Wall Street money,neutral,15
Power Up: Trump and his allies see a different inspector general report than everyone else,negative,15
Trump’s NATO parade of falsehoods and misstatements,negative,7
Lawyer for Democrats calls Trump ‘a clear and present danger’ as he argues case for removal,negative,16
"Democrats expected to unveil articles of impeachment against Trump, focusing on abuse of power, obstruction of Congress",negative,17
How could 63 million people be wrong? The GOP strains to make precedent-related defenses of Trump.,negative,16
What Trump claimed about the Russia probe — and what the Justice Department inspector general determined,neutral,16
"If officials objecting to Trump’s candidacy was 2016 interference, interference by allies was rampant",neutral,14
